"Catalog #","Accession #","Class 1","Kingdom","Phylum/Division","Class","Order","Family","Sci. Name:Genus","Sci. Name:Species","Common Name","TSN","Collection #","Item Count","Quantity","Storage Unit","Description","Dimens/Weight","Collector","Collection Date","Condition","Condition Desc","Study #","Other Numbers","Cataloger","Catalog Date","Identified By","Ident Date","Repro Method","Locality","Unit","State","Reference Datum","Watrbody/Drain:Waterbody","Watrbody/Drain:Drainage","UTM Z/E/N","Lat LongN/W","Elevation","Depth","Depos Environ","Habitat/Comm","Habitat","Slope","Aspect","Soil Type","For/Per/Sub","Assoc Spec","Type Specimen","Threat/Endang","T/E Date","Rare","Exotic/Native","Age","Sex","NOTES","Field Season","Ctrl Prop","Location","Object Status","Status Date","Catalog Folder","Maint. Cycle"
"BELA   56320","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","macroceras","","189922","20486a","1.00","0.00","EA","Cladonia macroceras ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56494; ALAAC#L24435; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946157","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.78442/-164.48277","1350 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56321","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","sulphurina","","189982","20489","1.00","0.00","EA","Cladonia sulphurina ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56496; ALAAC#L24437; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946157","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.78442/-164.48277","1350 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56322","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","gracilis","","189904","20486b","1.00","0.00","EA","Cladonia gracilis ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56497; ALAAC#L24436; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946157","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.78442/-164.48277","1350 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56323","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Asahinea","chrysantha","","190562","20436","1.00","0.00","EA","Asahinea chrysantha ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56498; ALAAC#L31045; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946158","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.78561/-164.26321","775 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56324","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Arctoparmelia","separata","","","20535","1.00","0.00","EA","Arctoparmelia separata ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56499; ALAAC#L31051; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946155","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.81852/-164.48854","1550 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56325","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Alectoria","nigricans","","","21455","1.00","0.00","EA","Alectoria nigricans ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56500; ALAAC#L31143; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946156","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.7208/-164.17265","1000 m","","","","","","","","","","","","","","","","","Originally Family Alectoriaceae but that is not accepted by ITIS","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56326","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Bryocaulon","divergens","","190567","20536","1.00","0.00","EA","Bryocaulon divergens ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56501; ALAAC#L31052; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946155","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.81852/-164.48854","1550 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56327","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Coelocaulon","muricatum","","190644","21456","1.00","0.00","EA","Cetraria muricata ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56502; ALAAC#L31144; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946156","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.7208/-164.17265","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56328","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","arctica","","191818","20531","1.00","0.00","EA","Umbilicaria arctica ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56503; ALAAC#L31050; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946155","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.81852/-164.48854","1550 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56329","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","macrophylla","","189923","20550","1.00","0.00","EA","Cladonia macrophylla ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56504; ALAAC#L31053; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946155","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.81852/-164.48854","1550 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56330","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","phylophora","","189942","20488","1.00","0.00","EA","Cladonia phyllophora ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56849; ALAAC#L31047; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946157","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.78442/-164.48277","1350 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56331","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","chlorophaea","","189870","20376","1.00","0.00","EA","Cladonia chlorophaea ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56845; ALAAC#L31040; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946155","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.81852/-164.48854","1550 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56332","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae","Stereocaulon","apocalypticum","","","20562","1.00","0.00","EA","Stereocaulon apocalypticum ; Lichen specimen","","Emily A. Holt","6/15/2003","COM/EX","","","GUID:UAMb:Herb:56846; ALAAC#L31268; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946155","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/15/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.81852/-164.48854","1550 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56333","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lobariaceae","Lobaria","linita","","191259","20453","1.00","0.00","EA","Lobaria linita ; Lichen specimen","","Emily A. Holt","6/16/2003","COM/EX","","","GUID:UAMb:Herb:56847; ALAAC#L24424; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946266","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/16/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.88811/-164.14841","700 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56334","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20455","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","6/16/2003","COM/EX","","","GUID:UAMb:Herb:56848; ALAAC#L24425; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946266","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/16/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.88811/-164.14841","700 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56335","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","phylophora","","189942","20459","1.00","0.00","EA","Cladonia phyllophora ; Lichen specimen","","Emily A. Holt","6/16/2003","COM/EX","","","GUID:UAMb:Herb:56850; ALAAC#L24426; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946267","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/16/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.93291/-163.97629","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56336","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmeliopsis","ambigua","","190723","20444","1.00","0.00","EA","Parmeliopsis ambigua ; Lichen specimen","","Emily A. Holt","6/16/2003","COM/EX","","","GUID:UAMb:Herb:56851; ALAAC#L31046; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946266","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/16/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.88811/-164.14841","700 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56337","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Alectoria","nigricans","","","20626","1.00","0.00","EA","Alectoria nigricans ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56873; ALAAC#L24479; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946272","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.94502/-164.33946","300 m","","","","","","","","","","","","","","","","","Originally Family Alectoriaceae but that is not accepted by ITIS","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56338","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","uncialis","","189989","20471","1.00","0.00","EA","Cladonia uncialis ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56874; ALAAC#L24428; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946273","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.89492/-164.21873","675 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56339","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","leucophlebia","","191237","20473","1.00","0.00","EA","Peltigera leucophlebia ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56875; ALAAC#L24430; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946273","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.89492/-164.21873","675 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56340","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","aphthosa","","191224","20472","1.00","0.00","EA","Peltigera aphthosa ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56876; ALAAC#L24429; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946273","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.89492/-164.21873","675 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56341","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20639","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56877; ALAAC#L24483; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946272","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.94502/-164.33946","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56342","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20619","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56878; ALAAC#L24476; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946274","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.01977/-164.02547","100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56343","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","20475","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56879; ALAAC#L24431; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946273","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.89492/-164.21873","675 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56344","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20608","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56906; ALAAC#L24473; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946274","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.01977/-164.02547","100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56345","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20628","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56902; ALAAC#L24480; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946272","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.94502/-164.33946","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56346","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20640","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56903; ALAAC#L24485; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946283","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.97266/-164.25682","260 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56347","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","sulphurina","","189982","20637","1.00","0.00","EA","Cladonia sulphurina ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56904; ALAAC#L24482; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946272","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.94502/-164.33946","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56348","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","amaurocraea","","189848","20611","1.00","0.00","EA","Cladonia amaurocraea ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56905; ALAAC#L24474; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946274","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.01977/-164.02547","100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56349","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","gracilis","","189904","20647","1.00","0.00","EA","Cladonia gracilis ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56907; ALAAC#L24486; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946283","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.97266/-164.25682","260 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56350","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","gracilis","","189904","20614","1.00","0.00","EA","Cladonia gracilis ; Lichen specimen","","Emily A. Holt","6/17/2003","COM/EX","","","GUID:UAMb:Herb:56908; ALAAC#L24475; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946274","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","6/17/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.01977/-164.02547","100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
