Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
BELA   56630,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,caroliniana,"","",1,"",EA,Umbilicaria caroliniana; whole organism,"","HOLT, EMILY",21271,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56727 ALAAC=L30901,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.66158/W163.22913,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56631,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Stereocaulaceae,Stereocaulon,tomentosum,"","",1,"",EA,Stereocaulon tomentosum; whole organism,"","HOLT, EMILY",20805,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56728 ALAAC=L24527,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 18P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.34003/W164.61874,250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56632,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,crispata,"","",1,"",EA,Cladonia crispata; whole organism,"","HOLT, EMILY",20819,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56729 ALAAC=L24534,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 19P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.2666/W164.39993,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56633,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20947,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56730 ALAAC=L24570,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 21M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.42059/W164.39841,250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56634,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,scabrosa,"","",1,"",EA,Peltigera scabrosa; whole organism,"","HOLT, EMILY",20955,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56731 ALAAC=L24572,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 21P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.38448/W164.24008,225 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56408,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20435,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56739 ALAAC=L30837,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87338/W163.52345,500 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56409,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Alectoriaceae,Alectoria,nigricans,"","",1,"",EA,Alectoria nigricans; whole organism,"","HOLT, EMILY",20399,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56740 ALAAC=L31265,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.8674/W163.60281,875 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56410,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,physodes,"","",1,"",EA,Hypogymnia physodes; whole organism,"","HOLT, EMILY",20432,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56741 ALAAC=L31266,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87338/W163.52345,500 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56411,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,uncialis,"","",1,"",EA,Cladonia uncialis; whole organism,"","HOLT, EMILY",21505,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56742 ALAAC=L24838,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.74526/W163.64905,925 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56412,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,scabrosa,"","",1,"",EA,Peltigera scabrosa; whole organism,"","HOLT, EMILY",21506,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56743 ALAAC=L24839,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.74526/W163.64905,925 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56413,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",21507,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56744 ALAAC=L24840,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.74526/W163.64905,925 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56414,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",21518,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56745 ALAAC=L24844,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.77813/W163.83556,625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56523,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,hepatizon,"","",1,"",EA,Cetraria hepatizon; whole organism,"","HOLT, EMILY",20903,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56746 ALAAC=L31085,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56524,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Peltigerales,Peltigeraceae,Solorina,crocea,"","",1,"",EA,Solorina crocea; whole organism,"","HOLT, EMILY",20895,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56747 ALAAC=L31083,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.33508/W163.66986,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56525,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,delisei,"","",1,"",EA,Cetraria delisei; whole organism,"","HOLT, EMILY",20902,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56748 ALAAC=L31084,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56526,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryocaulon,divergens,"","",1,"",EA,Bryocaulon divergens; whole organism,"","HOLT, EMILY",20571,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56749 ALAAC=L31054,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 12S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.82735/W164.49477,1625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56522,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,kamczatica,"","",1,"",EA,Cetraria kamczatica; whole organism,"","HOLT, EMILY",20882,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56750 ALAAC=L31079,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.33508/W163.66986,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56527,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,arctica,"","",1,"",EA,Dactylina arctica; whole organism,"","HOLT, EMILY",20892,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56751 ALAAC=L31082,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.33508/W163.66986,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56528,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,scabrosa,"","",1,"",EA,Peltigera scabrosa; whole organism,"","HOLT, EMILY",20921,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56752 ALAAC=L31087,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56635,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20956,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56753 ALAAC=L24573,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 21P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.38448/W164.24008,225 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56636,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20942,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56754 ALAAC=L24568,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 20P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.34248/W164.19998,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56637,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20825,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56755 ALAAC=L24535,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 19P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.2666/W164.39993,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56638,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20806,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56756 ALAAC=L24528,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 18P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.34003/W164.61874,250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56639,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20796,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56757 ALAAC=L24524,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 18P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.34003/W164.61874,250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56640,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,mitis,"","",1,"",EA,Cladina mitis; whole organism,"","HOLT, EMILY",20948,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56758 ALAAC=L24571,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 21M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.42059/W164.39841,250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56641,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20815,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56759 ALAAC=L24533,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 19P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.2666/W164.39993,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56416,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pyxidata,"","",1,"",EA,Cladonia pyxidata; whole organism,"","HOLT, EMILY",21514,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56767 ALAAC=L24843,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.77813/W163.83556,625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56417,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladonia,albonigra,"","",1,"",EA,Cladonia albonigra; whole organism,"","HOLT, EMILY",21496,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56768 ALAAC=L24831,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.74526/W163.64905,925 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56418,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",21488,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56769 ALAAC=L24830,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.73422/W163.73561,625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56419,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cenotea,"","",1,"",EA,Cladonia cenotea; whole organism,"","HOLT, EMILY",21511,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56770 ALAAC=L24842,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.77813/W163.83556,625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56415,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pleurota,"","",1,"",EA,Cladonia pleurota; whole organism,"","HOLT, EMILY",21477,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56771 ALAAC=L24828,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.75464/W163.79318,650 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56420,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",21476,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56772 ALAAC=L24827,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.75464/W163.79318,650 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56421,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria,chalybeiformis,"","",1,"",EA,Bryoria chalybeiformis; whole organism,"","HOLT, EMILY",21470,6/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56773 ALAAC=L31145,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/30/2003,"","Plot 9L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.75464/W163.79318,650 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56529,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20583,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56774 ALAAC=L31057,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 12S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.82735/W164.49477,1625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56530,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,torrefacta,"","",1,"",EA,Umbilicaria torrefacta; whole organism,"","HOLT, EMILY",20928,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56775 ALAAC=L31088,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56531,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Nephromataceae,Nephroma,arcticum,"","",1,"",EA,Nephroma arcticum; whole organism,"","HOLT, EMILY",20918,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56776 ALAAC=L31086,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56532,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,stellaris,"","",1,"",EA,Cladina stellaris; whole organism,"","HOLT, EMILY",20885,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56777 ALAAC=L31081,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.33508/W163.66986,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56533,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",21427,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56778 ALAAC=L30845,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 8L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.76615/W164.16724,775 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56534,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,proboscidea,"","",1,"",EA,Umbilicaria proboscidea; whole organism,"","HOLT, EMILY",20927,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56779 ALAAC=L30897,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56535,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,hyperborea,"","",1,"",EA,Umbilicaria hyperborea; whole organism,"","HOLT, EMILY",20926,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56780 ALAAC=L30896,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56642,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pleurota,"","",1,"",EA,Cladonia pleurota; whole organism,"","HOLT, EMILY",20936,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56781 ALAAC=L24564,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 20P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.34248/W164.19998,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56643,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,ciliata,"","",1,"",EA,Cladina ciliata; whole organism,"","HOLT, EMILY",20931,7/31/2003,COM/GD,"","",Arctos=UAMb:Herb:56782 ALAAC=L24563,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/31/2003,"","Plot 20P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.34248/W164.19998,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
